,SMILES,log2CL,log2CL_pred
169,C([N+](C)(C)C)[C@@H](CC(=O)[O-])O,0.6780719051126377,1.3891871
170,C1CCN(C1)CCOc1c(OC)c2occc2c(c1NC(NC)=O)OC,1.6780719051126378,1.9404694
171,CC(c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O,-0.9714308478032291,0.45184612
172,c12c(cccc1OC[C@@H](CNC(C)(C)C)O)NC(=O)CC2,3.3362833878644325,3.064436
173,NC(=O)OC[C@@H]1[C@H](NC(=O)\C(=N/OCC(=O)O)\c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.5849625007211562,0.676837
174,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,2.963474123974886,3.1291065
175,c1(N(CC)CC)cc2oc(C(Nc3ccc4c(c3)cc([nH]4)C(N3C[C@H](c4c5c([nH]cc5C)c(OC(=O)Nc5ccccc5)cc34)CCl)=O)=O)cc2cc1,1.5360529002402097,0.83446825
176,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(O)CN3C(=O)C(NC1=O)C(C)O)C(O)C(O)c4ccc(O)cc4)C(O)CCN,-2.8365012677171206,0.7924505
177,CN(C)N=Nc1ccc(cc1)C(=O)O,0.37851162325372983,1.4609259
178,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,1.3219280948873624,1.2593656
179,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O,1.84799690655495,1.2357529
180,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3c[nH]nn3)c4ccc(O)cc4,1.722466024471091,1.0335155
181,c1(nnc(s1)C)SCC=1CS[C@H]2N(C1C(O)=O)C([C@H]2NC(Cn1cc(c(c(c1)Cl)=O)Cl)=O)=O,-0.07400058144377693,0.98268676
182,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1,-0.16812275880832692,1.0709867
183,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)C(=O)C1=O,0.13750352374993502,1.0558245
184,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O)s1,1.3785116232537298,0.98247343
185,[H]N([H])C(C12CC[N+](CC1)(CC2)CC1CSC2[C@@H](C(N2C=1C(=O)O[H])=O)N([H])C(C(c1nc(N([H])[H])sn1)=NOC)=O)=O,0.765534746362977,0.3384673
186,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[N+]3(C)CCCC3)\c4csc(N)n4,1.1375035237499351,0.98560125
187,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C)\c3csc(N)n3,0.925999418556223,0.15324455
188,Nc1nc(cs1)\C(=N\OCC(=O)O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)C=C,0.0,0.7960149
189,N12[C@@H]([C@@H](NC(\C(c3csc(n3)N)=N/OC)=O)C2=O)SCC(=C1C(O)=O)CSc1n(nnn1)C,1.867896463992655,0.6373559
190,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C,0.5849625007211562,0.75254786
191,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nc(C)c(CC(=O)O)s3)\c4csc(N)n4,-0.7131188522118385,0.23706827
192,N12[C@@H]([C@@H](NC([C@@H](c3ccccc3)O)=O)C2=O)SCC(=C1C(O)=O)CSc1n(nnn1)CS(O)(=O)=O,-1.3959286763311392,0.8215083
193,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O,0.37851162325372983,0.88656753
194,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O,-0.5994620704162712,1.3221848
195,CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]1ccc(N)n1CCO)c1csc(n1)N,0.8237493603082727,0.68656623
196,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)\c3csc(N)n3,1.4329594072761063,0.13943306
197,CO[C@]1(NC(=O)C2SC(=C(C(=O)N)C(=O)O)S2)[C@H]3SCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,-1.2515387669959646,0.4754864
198,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O,2.5360529002402097,2.0073204
199,CO[C@]1(NC(=O)Cc2cccs2)[C@H]3SCC(=C(N3C1=O)C(=O)O)COC(=O)N,1.84799690655495,1.5603986
200,[H]N([H])c1nc(C(C(N([H])[C@H]2C(N3C(=C(CN4C=CN5C4=CC=C[N-]5)CS[C@H]23)C(=O)O[H])=O)=O)=NOC)ns1,1.070389327891398,-0.028188229
201,[H]N(C([C@@H](c1ccccc1)N([H])C(c1c(C(=O)O[H])ncn1[H])=O)=O)[C@@H]1C2N(C(=C(C[n+]3ccc(CCS(=O)(=O)O[H])cc3)CS2)C(=O)O[H])C1=O,0.765534746362977,0.66113544
202,O=C2N1/C(=C(\CS[C@@H]1[C@@H]2NC(=O)[C@@H](c3ccc(O)cc3)NC(=O)C\4=C\N\C(=C/C/4=O)C)CSc5nnnn5C)C(=O)O,-1.0588936890535685,1.0419409
203,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3cccc4CCCc34)\c5csc(N)n5,0.925999418556223,0.9247605
204,C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,1.5360529002402097,1.4207267
205,COC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,2.257010618206024,1.311802
206,NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)C3=O)C(=O)[O-])cc1,0.9708536543404835,1.1715353
207,C1(=O)[C@H]([C@@H]2N1C(=C(CS2)Sc1scc(n1)c1cc[n+](cc1)C)C(=O)[O-])NC(=O)/C(=N\OCC)c1nc(sn1)NP(=O)(O)O,6.38543103719352,0.27171683
208,CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O,1.263034405833794,-0.0022251904
209,s1cnnc1SCC1=C(N2C(=O)[C@H]([C@H]2SC1)NC(Cn1nnnc1)=O)C(=O)O,2.424922088210688,1.5054669
210,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)O)\c3csc(N)n3,1.070389327891398,0.4698928
211,Nc1nc(ns1)\C(=N\O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)\C=C\4/CCN([C@@H]5CCNC5)C4=O,0.5849625007211562,0.07415354
212,Cn1c(nc(=O)c(n1)O)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,-2.1844245711374275,0.32861692
213,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3occc3,1.1375035237499351,1.0343101
214,s1c(cnn1)SCC1=C(N2[C@H](SC1)[C@@H](NC(\C(c1csc(n1)N)=N/OC)=O)C2=O)C(=O)O,2.035623909730721,0.48317298
215,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC#N)SC1)C(=O)O,1.8836208162856714,1.117883
216,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O,1.9634741239748859,1.3428154
217,[O-]C(=O)C1=C(C[n+]2ccccc2)CS[C@@H]3[C@H](NC(=O)Cc4cccs4)C(=O)N13,1.722466024471091,1.196278
218,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3cccs3)C2=O)C(=O)O,0.84799690655495,1.1514487
219,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(=O)O,1.4329594072761063,1.1076376
220,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(=O)O,1.722466024471091,1.1993029
221,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,1.5360529002402097,0.2618438
222,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N,0.2630344058337938,0.7422223
223,c1cc(ccc1C(=O)O)NC(=O)NCCN2CCN=C2c3ccncc3,0.7398481026993274,1.2634237
224,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)CN)C(=O)O)O,2.9392265777282085,1.8931084
225,O=[P@@](O)(CCCC)CCCN,0.6415460290875237,1.1224654
226,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.5109619192773796,0.9471659
227,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1.4854268271702415,1.8682148
228,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)N(=O)=O,1.263034405833794,2.4860756
229,OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0.13750352374993502,0.4458104
230,CNC1=Nc2ccc(Cl)cc2C(=N(=O)C1)c3ccccc3,-1.434402824145775,1.4012959
231,Cc1ncsc1CCCl,5.044394119358453,3.3649354
232,Clc1cccc(c1)N2CCNCC2,2.608809242675524,3.2455363
233,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2.035623909730721,2.5149252
234,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,1.3219280948873624,2.4840038
235,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,4.0,3.844748
236,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-4.473931188332412,0.39315128
237,CN(C)CC\C=C/1\c2ccccc2Sc3ccc(Cl)cc13,3.523561956057013,3.7841992
238,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O,1.0,0.33004275
239,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,0.5849625007211562,1.7546023
240,C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4,3.1043366598147357,2.0552034
241,CCC#CC[C@H](C)[C@H](O)C#C[C@H]1[C@H](O)C[C@@H]2C\C(=C/COCC(=O)O)\C[C@H]12,1.925999418556223,1.8854365
242,C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O,5.0574502721839,1.572339
243,CC([N@+]1([C@@H]2C[C@@H](C[C@@H]1CC2)OC(=O)[C@@H](C3CCCC3)c4ccccc4)C)C,3.0721058004804194,3.0474072
244,NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,1.3219280948873624,1.1842283
245,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(=O)O)\C(=O)O,1.2016338611696504,0.575045
246,c1ccc(cc1)CC[C@H](N[C@@H]1C(N2[C@@H](CCC[N@@]2CCC1)C(O)=O)=O)C(O)=O,1.070389327891398,1.0970678
247,N1(C)C([C@H](NC([C@@H](NC(CNC([C@H](CCCNC(N)=N)NC([C@@H]1C(C)C)=O)=O)=O)CC(=O)O)=O)Cc1ccccc1)=O,0.23878685958711648,2.4307601
248,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,-1.0,1.5157831
249,CN\C(=N/CCSCc1nc[nH]c1C)\NC#N,3.017921907997262,2.77461
250,C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4)CC5CC5,4.643856189774724,3.126735
251,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,3.0531113364595623,1.350399
252,c1cc(cc(c1)O)[C@@H]([C@@H]1[C@@H](CCCC1)O)N(C)C,1.1375035237499351,2.629306
253,c1(c(cc(N)c(c1)Cl)OC)C(N[C@@H]1[C@@H](C[N@@](CCCOc2ccc(F)cc2)CC1)OC)=O,0.5849625007211562,2.111836
254,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]4(C)CCc5cc(OC)c(OC)cc5[C@H]4Cc6ccc(OC)c(OC)c6)cc1OC,2.4329594072761065,1.9161303
255,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,2.1043366598147357,3.032536
256,Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,3.807354922057604,2.9879625
257,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2.867896463992655,2.4409626
258,OC\C=C\1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O,1.632268215499513,1.7679619
259,[H]N(c1c(c(nc(c2ccnc(c2)c2nnnn2[H])n1)OCCO[H])Oc1ccccc1OC)S(c1ccc(C)cn1)(=O)=O,3.3923174227787602,1.19755
260,c1([C@H]2[C@H](C(N(CCN(C)C)c3c(cc(cc3)Cl)S2)=O)OC(C)=O)ccc(OC)cc1,3.776103988073164,2.9239302
261,CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,7.149747119504682,2.2778842
262,NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O,2.232660756790275,1.1205631
263,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,2.169925001442312,2.5472226
264,C(P(O)(O)=O)(P(O)(O)=O)(Cl)Cl,0.6780719051126377,0.044909
265,n1c(N)c2c(nc1Cl)n([C@H]1[C@H]([C@@H]([C@H](O1)CO)O)F)cn2,2.944858445807539,2.0632184
266,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,3.035623909730721,4.155667
267,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-0.18442457113742744,1.4305799
268,Clc1cccc(Cl)c1NC2=NCCN2,2.0,2.5658126
269,COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2,4.563768278452033,2.4975576
270,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,1.3219280948873624,1.7003025
271,CCOC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,3.700439718141092,3.6004999
272,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,5.0,3.4523616
273,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,3.9068905956085187,4.592843
274,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,1.070389327891398,1.4318007
275,c1(cc(c(c(c1)OC)OC)OC)/C=C\c1ccc(c(c1)OP(=O)(O)O)OC,2.550900664647523,0.33713794
276,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4c5ccccc5)cc3)c6ccccc6c2[nH]1,1.584962500721156,1.8795446
277,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4CC[Si](C)(C)C)O,2.070389327891398,2.059579
278,CN1[C@@H](CCC1=O)c2cccnc2,-0.16812275880832692,2.4996786
279,c12c(ccc(o1)=O)cccc2,4.560714954474479,2.1407535
280,CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N2C=CC(=NC2=O)N,2.1795110502715103,1.4787626
281,C1(N2C(=C(S[C@@H]3C[S@@](CC3)=O)S[C@H]2[C@H]1[C@H](O)C)C([O-])=O)=O,2.350497247084133,1.1455125
282,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OCC(=O)O)/c4cc[nH]n4)SC2)C(=O)O,0.8718436485093178,1.1435399
283,C(N)#N,4.087462841250339,3.1929228
284,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,3.8579809951275723,3.268179
285,c1cn(c(=O)nc1N)[C@@H]2C=C([C@H]([C@H]2O)O)CO,1.8519988371124463,2.7664301
286,ClCCN(CCCl)P1(=O)NCCCO1,0.13750352374993502,2.111769
287,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,2.9068905956085187,0.7291614
288,[H]N([H])C1C=CN(C(N=1)=O)[C@H]1[C@H]([C@@H]([C@@H](CO[H])O1)O[H])O[H],5.380937194927824,2.1883056
289,[H]N=C(c1ccc(cc1)N([H])Cc1nc2cc(ccc2n1C)C(N(CCC(=O)O[H])c1ccccn1)=O)N([H])[H],0.9486008474933557,1.3761574
290,CN(C)N=Nc1nc[nH]c1C(=O)N,1.3785116232537298,2.510022
291,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(Oc4cc5cc(Oc6ccc(cc6Cl)[C@@H](O)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@@H](NC2=O)c8cc(Oc9cc1ccc9O)cc(O)c8Cl)c%10ccc(O)c(c%10)c%11c(O[C@H]%12O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%12O)cc(O)cc%11[C@H](NC7=O)C(=O)NCCCN(C)C)c4O[C@@H]%13O[C@@H]([C@@H](O)[C@H](O)[C@H]%13NC(=O)CCCCCCCCC(C)C)C(=O)O)cc3,-6.643856189774724,-1.2598258
292,c1(ccncc1)N,3.2172307162206693,3.070171
293,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C/C(=C/[C@@H](O)CC(=O)Cc3occ(n3)C2=O)/C,4.0,2.7487385
294,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C,3.9736112755194717,2.218073
295,O=C1CN(\N=C\c2oc(cc2)c3ccc(cc3)N(=O)=O)C(=O)N1,-1.217591435072627,1.201638
296,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-1.0588936890535685,1.354584
297,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)C(CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O,-2.643856189774725,-0.05903408
298,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,3.584962500721156,3.1987972
299,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,2.9653225483672547,2.2136693
300,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,5.57198012018773,2.8613377
301,c1(c(c(c(cc1C)OC[C@@H](CNC(C)C)O)C)C)O,4.017921907997263,2.82669
302,NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2,7.022367813028454,3.2988544
303,[H]OC(c1ccc(cc1)n1c(c2ccccc2O[H])nc(c2ccccc2O[H])n1)=O,-0.2515387669959645,-0.019788772
304,c1(cc2ccccc2cc1)C[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CO)C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N1[C@@H](C(N[C@@H](C(N)=O)C)=O)CCC1)=O)CCCCNC(C)C)=O)CC(C)C)=O)Cc1ccc(cc1)NC(N)=O)=O)Cc1ccc(cc1)NC([C@H]1CC(NC(N1)=O)=O)=O)=O)=O)Cc1cnccc1)=O)Cc1ccc(cc1)Cl)=O)NC(C)=O,-0.5563933485243852,0.10078114
305,c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)c4c(cc(c(n4)N)F)F,1.2203299548795556,-0.16721994
306,Clc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,-2.5563933485243853,1.3484408
307,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N,0.13750352374993502,0.15927014
308,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c2ccccc2,2.5109619192773796,2.7552476
309,c1c(c(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N)F,2.3476656563009706,2.7269588
310,C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(c3ccccc3)OCCN(C)C,2.2868811477881614,3.2406156
311,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C3=O)C5(C)C)C,3.1043366598147357,1.3989147
312,C(CCC(NCCCCCN(C(C)=O)O)=O)(N(CCCCCNC(CCC(N(CCCCCN)O)=O)=O)O)=O,3.058316495590823,0.57539105
313,CNCCCN1c2ccccc2CCc3ccccc13,3.4594316186372973,3.442778
314,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,-3.0588936890535687,1.2076278
315,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(=O)N)NC1=O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)N,0.48542682717024166,2.1359208
316,c1cc(ccc1O)[C@@H](CN(C)C)C1(CCCCC1)O,2.292781749227846,2.4703333
317,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.722466024471091,2.1700468
318,CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@@H]3[C@@H]2CC(=CC3)CO)(C)C)O,4.418189947945766,3.1325336
319,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,3.4594316186372973,4.100202
320,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,1.8875252707415875,1.0372573
321,C[C@H](c1c[nH]cn1)c2cccc(C)c2C,3.4594316186372973,2.2803636
322,c1ccc([C@H]([C@H]2CCCCN2)C(OC)=O)cc1,2.73768676140986,3.1884975
323,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc(c2)N(=O)=O)C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C,3.2172307162206693,2.820938
324,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1.632268215499513,2.1237688
325,C[C@H](CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,1.1309308698264486,2.787886
326,c12[C@@]3([C@H]([C@@H](CCCCC3)Cc1ccc(c2)O)N)C,4.78135971352466,3.0446842
327,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H]([C@@H](NC(=O)c1ccccc1)c2ccccc2)C(=O)O[C@H]3C[C@@]4(O)[C@@H](OC(=O)c5ccccc5)[C@@H]6[C@@]7(CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(=O)C)C(=C3C)C4(C)C)OC(=O)C,-5.321928094887363,1.4787756
328,CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.765534746362977,-0.20830244
329,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,-1.3959286763311392,1.5356994
330,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,-4.058893689053568,0.6737232
331,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,-0.3219280948873623,1.7271703
332,OC(=O)C(Cl)Cl,2.405992359675837,1.2411546
333,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,1.8073549220576042,1.2580256
334,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(Cl)cccc4Cl,1.0,0.8055523
335,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23,3.4594316186372973,3.098701
336,N1(C([C@H]2N(C([C@@H](NC([C@H](C([C@@H](OC(C[C@@H]([C@H](NC([C@H]([C@H](OC([C@@H]1Cc1ccc(cc1)OC)=O)C)NC([C@H](N(C([C@H]1N(C(=O)[C@@H](O)C)CCC1)=O)C)CC(C)C)=O)=O)[C@H](CC)C)O)=O)C(C)C)=O)C)=O)CC(C)C)=O)CCC2)=O)C,3.611172380044005,2.9995167
337,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0.36737106564852945,2.689572
338,[H]O[C@]1(CC)CC(=O)OCC2=C1C=C1c3c(CN1C2=O)cc1cc(c(cc1n3)F)F,3.0738202332916713,1.9785403
